47,Seven (a.k.a. Se7en),"{Mystery, Thriller}",1995,114369,0.0,
48,Pocahontas ,"{Animation, Children, Drama, Musical, Romance}",1995,114148,0.0,
49,When Night Is Falling ,"{Drama, Romance}",1995,114916,0.0,
50,Usual Suspects ,"{Crime, Mystery, Thriller}",1995,114814,0.0,
52,Mighty Aphrodite ,"{Comedy, Drama, Romance}",1995,113819,0.0,
53,Lamerica ,"{Adventure, Drama}",1994,110299,0.0,
54,Big Green ,"{Children, Comedy}",1995,112499,0.0,
55,Georgia ,{Drama},1995,113158,0.0,
57,Home for the Holidays ,{Drama},1995,113321,0.0,
58,Postman (PostinoIl) ,"{Comedy, Drama, Romance}",1994,110877,0.0,
59,Confessional (ConfessionnalLe) ,"{Drama, Mystery}",1995,112714,0.0,
60,Indian in the Cupboard ,"{Adventure, Children, Fantasy}",1995,113419,0.0,
61,Eye for an Eye ,"{Drama, Thriller}",1996,116260,0.0,
62,Mr. Holland's Opus ,{Drama},1995,113862,0.0,
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood ,"{Comedy, Crime}",1996,116126,0.0,
64,Two if by Sea ,"{Comedy, Romance}",1996,118002,0.0,
65,Bio-Dome ,{Comedy},1996,115683,0.0,
66,Lawnmower Man 2: Beyond Cyberspace,"{Action, Sci-Fi, Thriller}",1996,116839,0.0,
68,French Twist (Gazon maudit) ,"{Comedy, Romance}",1995,113149,0.0,
69,Friday ,{Comedy},1995,113118,0.0,
70,From Dusk Till Dawn ,"{Action, Comedy, Horror, Thriller}",1996,116367,0.0,
71,Fair Game ,{Action},1995,113010,0.0,
72,Kicking and Screaming ,"{Comedy, Drama}",1995,113537,0.0,
73,MisérablesLes ,"{Drama, War}",1995,113828,0.0,
74,Bed of Roses ,"{Drama, Romance}",1996,115644,0.0,
76,Screamers ,"{Action, Sci-Fi, Thriller}",1995,114367,0.0,
77,Nico Icon ,{Documentary},1995,113973,0.0,
78,Crossing Guard ,"{Action, Crime, Drama, Thriller}",1995,112744,0.0,
79,Juror ,"{Drama, Thriller}",1996,116731,0.0,
80,White Balloon (Badkonake sefid) ,"{Children, Drama}",1995,112445,0.0,
81,Things to Do in Denver When You're Dead ,"{Crime, Drama, Romance}",1995,114660,0.0,
82,Antonia's Line (Antonia) ,"{Comedy, Drama}",1995,112379,0.0,
83,Once Upon a Time... When We Were Colored ,"{Drama, Romance}",1995,114039,0.0,
84,Last Summer in the Hamptons ,"{Comedy, Drama}",1995,113612,0.0,
85,Angels and Insects ,"{Drama, Romance}",1995,112365,0.0,
86,White Squall ,"{Action, Adventure, Drama}",1996,118158,0.0,
87,Dunston Checks In ,"{Children, Comedy}",1996,116151,0.0,
88,Black Sheep ,{Comedy},1996,115697,0.0,
89,Nick of Time ,"{Action, Thriller}",1995,113972,0.0,
92,Mary Reilly ,"{Drama, Horror, Thriller}",1996,117002,0.0,
93,Vampire in Brooklyn ,"{Comedy, Horror, Romance}",1995,114825,0.0,
94,Beautiful Girls ,"{Comedy, Drama, Romance}",1996,115639,0.0,
95,Broken Arrow ,"{Action, Adventure, Thriller}",1996,115759,0.0,
96,In the Bleak Midwinter ,"{Comedy, Drama}",1995,113403,0.0,
97,Hate (HaineLa) ,"{Crime, Drama}",1995,113247,0.0,
98,Shopping ,"{Action, Thriller}",1994,111173,0.0,
99,Heidi Fleiss: Hollywood Madam ,{Documentary},1995,113283,0.0,
100,City Hall ,"{Drama, Thriller}",1996,115907,0.0,
101,Bottle Rocket ,"{Adventure, Comedy, Crime, Romance}",1996,115734,0.0,
102,Mr. Wrong ,{Comedy},1996,117102,0.0,
103,Unforgettable ,"{Mystery, Sci-Fi, Thriller}",1996,118040,0.0,
104,Happy Gilmore ,{Comedy},1996,116483,0.0,
105,Bridges of Madison County ,"{Drama, Romance}",1995,112579,0.0,
107,Muppet Treasure Island ,"{Adventure, Children, Comedy, Musical}",1996,117110,0.0,
108,Catwalk ,{Documentary},1996,112646,0.0,
110,Braveheart ,"{Action, Drama, War}",1995,112573,0.0,
111,Taxi Driver ,"{Crime, Drama, Thriller}",1976,75314,0.0,
112,Rumble in the Bronx (Hont faan kui) ,"{Action, Adventure, Comedy, Crime}",1995,113326,0.0,
113,Before and After ,"{Drama, Mystery}",1996,115645,0.0,
114,Margaret's Museum ,{Drama},1995,113774,0.0,
116,Anne Frank Remembered ,{Documentary},1995,112373,0.0,
117,Young Poisoner's Handbook ,"{Crime, Drama}",1995,115033,0.0,
118,If Lucy Fell ,"{Comedy, Romance}",1996,116606,0.0,
119,Steal BigSteal Little ,{Comedy},1995,114536,0.0,
121,Boys of St. Vincent ,{Drama},1992,106473,0.0,
122,Boomerang ,"{Comedy, Romance}",1992,103859,0.0,
123,Chungking Express (Chung Hing sam lam) ,"{Drama, Mystery, Romance}",1994,109424,0.0,
124,Star Maker (Uomo delle stelleL') ,{Drama},1995,114808,0.0,
125,Flirting With Disaster ,{Comedy},1996,116324,0.0,
126,NeverEnding Story III ,"{Adventure, Children, Fantasy}",1994,110647,0.0,
129,Pie in the Sky ,"{Comedy, Romance}",1996,114131,0.0,
130,Angela ,{Drama},1995,112364,0.0,
131,Frankie Starlight ,"{Drama, Romance}",1995,113107,0.0,
132,Jade ,{Thriller},1995,113451,0.0,
135,Down Periscope ,{Comedy},1996,116130,0.0,
137,Man of the Year ,{Documentary},1995,113756,0.0,
140,Up Close and Personal ,"{Drama, Romance}",1996,118055,0.0,
141,Birdcage ,{Comedy},1996,115685,0.0,
144,Brothers McMullen ,{Comedy},1995,112585,0.0,
145,Bad Boys ,"{Action, Comedy, Crime, Drama, Thriller}",1995,112442,0.0,
146,Amazing Panda Adventure ,"{Adventure, Children}",1995,112342,0.0,
147,Basketball Diaries ,{Drama},1995,112461,0.0,
148,Awfully Big AdventureAn ,{Drama},1995,112427,0.0,
149,Amateur ,"{Crime, Drama, Thriller}",1994,109093,0.0,
150,Apollo 13,"{Adventure, Drama, IMAX}",1995,112384,0.0,
151,Rob Roy ,"{Action, Drama, Romance, War}",1995,114287,0.0,
152,Addiction ,"{Drama, Horror}",1995,112288,0.0,
153,Batman Forever ,"{Action, Adventure, Comedy, Crime}",1995,112462,0.0,
154,Beauty of the Day (Belle de jour) ,{Drama},1967,61395,0.0,
155,Beyond Rangoon ,"{Adventure, Drama, War}",1995,112495,0.0,
156,Blue in the Face ,"{Comedy, Drama}",1995,112541,0.0,
157,Canadian Bacon ,"{Comedy, War}",1995,109370,0.0,
158,Casper ,"{Adventure, Children}",1995,112642,0.0,
159,Clockers ,"{Crime, Drama, Mystery}",1995,112688,0.0,
160,Congo ,"{Action, Adventure, Mystery, Sci-Fi}",1995,112715,0.0,
161,Crimson Tide ,"{Drama, Thriller, War}",1995,112740,0.0,
162,Crumb ,{Documentary},1994,109508,0.0,
163,Desperado ,"{Action, Romance, Western}",1995,112851,0.0,
164,Devil in a Blue Dress ,"{Crime, Film-Noir, Mystery, Thriller}",1995,112857,0.0,
165,Die Hard: With a Vengeance ,"{Action, Crime, Thriller}",1995,112864,0.0,
166,Doom Generation ,"{Comedy, Crime, Drama}",1995,112887,0.0,
167,Feast of July ,{Drama},1995,113044,0.0,
168,First Knight ,"{Action, Drama, Romance}",1995,113071,0.0,
169,Free Willy 2: The Adventure Home,"{Adventure, Children, Drama}",1995,113114,0.0,
170,Hackers ,"{Action, Adventure, Crime, Thriller}",1995,113243,0.0,
171,Jeffrey ,"{Comedy, Drama}",1995,113464,0.0,
172,Johnny Mnemonic ,"{Action, Sci-Fi, Thriller}",1995,113481,0.0,
173,Judge Dredd ,"{Action, Crime, Sci-Fi}",1995,113492,0.0,
174,Jury Duty ,{Comedy},1995,113500,0.0,
175,Kids ,{Drama},1995,113540,0.0,
176,Living in Oblivion ,{Comedy},1995,113677,0.0,
177,Lord of Illusions ,{Horror},1995,113690,0.0,
178,Love & Human Remains ,"{Comedy, Drama}",1993,107447,0.0,
179,Mad Love ,"{Drama, Romance}",1995,113729,0.0,
180,Mallrats ,"{Comedy, Romance}",1995,113749,0.0,
181,Mighty Morphin Power Rangers: The Movie ,"{Action, Children}",1995,113820,0.0,
183,Mute Witness ,"{Comedy, Horror, Thriller}",1994,110604,0.0,
184,Nadja ,{Drama},1994,110620,0.0,
185,Net ,"{Action, Crime, Thriller}",1995,113957,0.0,
186,Nine Months ,"{Comedy, Romance}",1995,113986,0.0,
187,Party Girl ,{Comedy},1995,114095,0.0,
188,Prophecy ,"{Fantasy, Horror, Mystery}",1995,114194,0.0,
189,Reckless ,"{Comedy, Fantasy}",1995,114241,0.0,
190,Safe ,{Thriller},1995,114323,0.0,
191,Scarlet Letter ,"{Drama, Romance}",1995,114345,0.0,
193,Showgirls ,{Drama},1995,114436,0.0,
194,Smoke ,"{Comedy, Drama}",1995,114478,0.0,
195,Something to Talk About ,"{Comedy, Drama, Romance}",1995,114496,0.0,
196,Species ,"{Horror, Sci-Fi}",1995,114508,0.0,
198,Strange Days ,"{Action, Crime, Drama, Mystery, Sci-Fi, Thriller}",1995,114558,0.0,
199,Umbrellas of Cherbourg (Parapluies de CherbourgLes) ,"{Drama, Musical, Romance}",1964,58450,0.0,
200,Tie That Binds ,{Thriller},1995,114666,0.0,
201,Three Wishes ,"{Drama, Fantasy}",1995,114663,0.0,
202,Total Eclipse ,"{Drama, Romance}",1995,114702,0.0,
203,To Wong FooThanks for Everything! Julie Newmar ,{Comedy},1995,114682,0.0,
204,Under Siege 2: Dark Territory,{Action},1995,114781,0.0,
205,Unstrung Heroes ,"{Comedy, Drama}",1995,114798,0.0,
206,Unzipped ,{Documentary},1995,114805,0.0,
207,Walk in the CloudsA ,"{Drama, Romance}",1995,114887,0.0,
208,Waterworld ,"{Action, Adventure, Sci-Fi}",1995,114898,0.0,
209,White Man's Burden ,{Drama},1995,114928,0.0,
211,Browning Version ,{Drama},1994,109340,0.0,
213,Burnt by the Sun (Utomlyonnye solntsem) ,{Drama},1994,111579,0.0,
214,Before the Rain (Pred dozhdot) ,"{Drama, War}",1994,110882,0.0,
215,Before Sunrise ,"{Drama, Romance}",1995,112471,0.0,
216,Billy Madison ,{Comedy},1995,112508,0.0,
217,Babysitter ,"{Drama, Thriller}",1995,112438,0.0,
218,Boys on the Side ,"{Comedy, Drama}",1995,112571,0.0,
219,Cure ,{Drama},1995,112757,0.0,
220,Castle Freak ,{Horror},1995,112643,0.0,
222,Circle of Friends ,"{Drama, Romance}",1995,112679,0.0,
223,Clerks ,{Comedy},1994,109445,0.0,
224,Don Juan DeMarco ,"{Comedy, Drama, Romance}",1995,112883,0.0,
225,Disclosure ,"{Drama, Thriller}",1994,109635,0.0,
227,Drop Zone ,"{Action, Thriller}",1994,109676,0.0,
228,Destiny Turns on the Radio ,{Comedy},1995,112854,0.0,
229,Death and the Maiden ,"{Drama, Thriller}",1994,109579,0.0,
230,Dolores Claiborne ,"{Drama, Thriller}",1995,109642,0.0,
231,Dumb & Dumber (Dumb and Dumber) ,"{Adventure, Comedy}",1994,109686,0.0,
232,Eat Drink Man Woman (Yin shi nan nu) ,"{Comedy, Drama, Romance}",1994,111797,0.0,
233,Exotica ,{Drama},1994,109759,0.0,
234,Exit to Eden ,{Comedy},1994,109758,0.0,
235,Ed Wood ,"{Comedy, Drama}",1994,109707,0.0,
236,French Kiss ,"{Action, Comedy, Romance}",1995,113117,0.0,
237,Forget Paris ,"{Comedy, Romance}",1995,113097,0.0,
238,Far From Home: The Adventures of Yellow Dog ,"{Adventure, Children}",1995,113028,0.0,
239,Goofy MovieA ,"{Animation, Children, Comedy, Romance}",1995,113198,0.0,
240,Hideaway ,{Thriller},1995,113303,0.0,
241,Fluke ,"{Children, Drama}",1995,113089,0.0,
242,Farinelli: il castrato ,"{Drama, Musical}",1994,109771,0.0,
243,Gordy ,"{Children, Comedy, Fantasy}",1995,113199,0.0,
244,Gumby: The Movie ,"{Animation, Children}",1995,113234,0.0,
245,The Glass Shield ,"{Crime, Drama}",1994,109906,0.0,
246,Hoop Dreams ,{Documentary},1994,110057,0.0,
247,Heavenly Creatures ,"{Crime, Drama}",1994,110005,0.0,
248,Houseguest ,{Comedy},1994,110066,0.0,
249,Immortal Beloved ,"{Drama, Romance}",1994,110116,0.0,
250,Heavyweights (Heavy Weights) ,"{Children, Comedy}",1995,110006,0.0,
251,Hunted ,{Action},1995,113360,0.0,
252,I.Q. ,"{Comedy, Romance}",1994,110099,0.0,
253,Interview with the Vampire: The Vampire Chronicles ,"{Drama, Horror}",1994,110148,0.0,
254,Jefferson in Paris ,{Drama},1995,113463,0.0,
255,Jerky Boys ,{Comedy},1995,110189,0.0,
256,Junior ,"{Comedy, Sci-Fi}",1994,110216,0.0,
257,Just Cause ,"{Mystery, Thriller}",1995,113501,0.0,
258,Kid in King Arthur's CourtA ,"{Adventure, Children, Comedy, Fantasy, Romance}",1995,113538,0.0,
259,Kiss of Death ,"{Crime, Drama, Thriller}",1995,113552,0.0,
260,Star Wars: Episode IV - A New Hope ,"{Action, Adventure, Sci-Fi}",1977,76759,0.0,
261,Little Women ,{Drama},1994,110367,0.0,
262,Little PrincessA ,"{Children, Drama}",1995,113670,0.0,
263,Ladybird Ladybird ,{Drama},1994,110296,0.0,
264,EnferL' ,{Drama},1994,109731,0.0,
265,Like Water for Chocolate (Como agua para chocolate) ,"{Drama, Fantasy, Romance}",1992,103994,0.0,
266,Legends of the Fall ,"{Drama, Romance, War, Western}",1994,110322,0.0,
267,Major Payne ,{Comedy},1995,110443,0.0,
268,Little Odessa ,"{Crime, Drama}",1994,110365,0.0,
269,My Crazy Life (Mi vida loca) ,{Drama},1993,107566,0.0,
270,Love Affair ,"{Drama, Romance}",1994,110391,0.0,
271,Losing Isaiah ,{Drama},1995,113691,0.0,
272,Madness of King George ,"{Comedy, Drama}",1994,110428,0.0,
273,Mary Shelley's Frankenstein (Frankenstein) ,"{Drama, Horror, Sci-Fi}",1994,109836,0.0,
274,Man of the House ,{Comedy},1995,113755,0.0,
275,Mixed Nuts ,{Comedy},1994,110538,0.0,
276,Milk Money ,"{Comedy, Romance}",1994,110516,0.0,
277,Miracle on 34th Street,{Drama},1994,110527,0.0,
278,Miami Rhapsody ,{Comedy},1995,113808,0.0,
279,My Family ,{Drama},1995,113896,0.0,
280,Murder in the First ,"{Drama, Thriller}",1995,113870,0.0,
281,Nobody's Fool ,"{Comedy, Drama, Romance}",1994,110684,0.0,
282,Nell ,{Drama},1994,110638,0.0,
283,New Jersey Drive ,"{Crime, Drama}",1995,113967,0.0,
285,Beyond Bedlam ,"{Drama, Horror}",1993,106402,0.0,
287,Nina Takes a Lover ,"{Comedy, Romance}",1994,110671,0.0,
288,Natural Born Killers ,"{Action, Crime, Thriller}",1994,110632,0.0,
289,Only You ,"{Comedy, Romance}",1994,110737,0.0,
290,Once Were Warriors ,"{Crime, Drama}",1994,110729,0.0,
291,Poison Ivy II ,"{Drama, Thriller}",1996,114151,0.0,
292,Outbreak ,"{Action, Drama, Sci-Fi, Thriller}",1995,114069,0.0,
293,Léon: The Professional (a.k.a. The Professional) (Léon) ,"{Action, Crime, Drama, Thriller}",1994,110413,0.0,
294,Perez Family ,"{Comedy, Romance}",1995,114113,0.0,
295,Pyromaniac's Love StoryA ,"{Comedy, Romance}",1995,114210,0.0,
296,Pulp Fiction ,"{Comedy, Crime, Drama, Thriller}",1994,110912,0.0,
299,Priest ,{Drama},1994,110889,0.0,
300,Quiz Show ,{Drama},1994,110932,0.0,
301,Picture Bride (Bijo photo) ,"{Drama, Romance}",1994,114129,0.0,
302,Queen Margot (Reine MargotLa) ,"{Drama, Romance}",1994,110963,0.0,
303,Quick and the Dead ,"{Action, Thriller, Western}",1995,114214,0.0,
304,Roommates ,"{Comedy, Drama}",1995,114296,0.0,
305,Ready to Wear (Pret-A-Porter) ,{Comedy},1994,110907,0.0,
306,Three Colors: Red (Trois couleurs: Rouge) ,{Drama},1994,111495,0.0,
307,Three Colors: Blue (Trois couleurs: Bleu) ,{Drama},1993,108394,0.0,
308,Three Colors: White (Trzy kolory: Bialy) ,"{Comedy, Drama}",1994,111507,0.0,
309,Red FirecrackerGreen Firecracker (Pao Da Shuang Deng) ,{Drama},1994,110769,0.0,
312,Stuart Saves His Family ,{Comedy},1995,114571,0.0,
313,Swan Princess ,"{Animation, Children}",1994,111333,0.0,
314,Secret of Roan Inish ,"{Children, Drama, Fantasy, Mystery}",1994,111112,0.0,
315,Specialist ,"{Action, Drama, Thriller}",1994,111255,0.0,
316,Stargate ,"{Action, Adventure, Sci-Fi}",1994,111282,0.0,
317,Santa Clause ,"{Comedy, Drama, Fantasy}",1994,111070,0.0,
318,Shawshank Redemption ,"{Crime, Drama}",1994,111161,0.0,
319,Shallow Grave ,"{Comedy, Drama, Thriller}",1994,111149,0.0,
320,Suture ,"{Film-Noir, Thriller}",1993,108260,0.0,
321,Strawberry and Chocolate (Fresa y chocolate) ,{Drama},1993,106966,0.0,
322,Swimming with Sharks ,"{Comedy, Drama}",1995,114594,0.0,
324,Sum of Us ,"{Comedy, Drama}",1994,111309,0.0,
325,National Lampoon's Senior Trip ,{Comedy},1995,113936,0.0,
326,To Live (Huozhe) ,{Drama},1994,110081,0.0,
327,Tank Girl ,"{Action, Comedy, Sci-Fi}",1995,114614,0.0,
328,Tales from the Crypt Presents: Demon Knight ,"{Horror, Thriller}",1995,114608,0.0,
329,Star Trek: Generations ,"{Adventure, Drama, Sci-Fi}",1994,111280,0.0,
330,Tales from the Hood ,"{Action, Crime, Horror}",1995,114609,0.0,
331,Tom & Viv ,{Drama},1994,111454,0.0,
332,Village of the Damned ,"{Horror, Sci-Fi}",1995,114852,0.0,
333,Tommy Boy ,{Comedy},1995,114694,0.0,
334,Vanya on 42nd Street,{Drama},1994,111590,0.0,
335,Underneath ,"{Mystery, Thriller}",1995,114788,0.0,
336,Walking Dead ,"{Drama, War}",1995,114888,0.0,
337,What's Eating Gilbert Grape ,{Drama},1993,108550,0.0,
338,Virtuosity ,"{Action, Sci-Fi, Thriller}",1995,114857,0.0,
339,While You Were Sleeping ,"{Comedy, Romance}",1995,114924,0.0,
340,War ,"{Adventure, Drama, War}",1994,111667,0.0,
341,Double Happiness ,{Drama},1994,109655,0.0,
342,Muriel's Wedding ,{Comedy},1994,110598,0.0,
343,Baby-Sitters Club ,{Children},1995,112435,0.0,
344,Ace Ventura: Pet Detective ,{Comedy},1994,109040,0.0,
345,Adventures of PriscillaQueen of the Desert ,"{Comedy, Drama}",1994,109045,0.0,
346,Backbeat ,"{Drama, Musical}",1993,106339,0.0,
347,Bitter Moon ,"{Drama, Film-Noir, Romance}",1992,104779,0.0,
348,Bullets Over Broadway ,{Comedy},1994,109348,0.0,
349,Clear and Present Danger ,"{Action, Crime, Drama, Thriller}",1994,109444,0.0,
350,Client ,"{Drama, Mystery, Thriller}",1994,109446,0.0,
351,CorrinaCorrina ,"{Comedy, Drama, Romance}",1994,109484,0.0,
352,Crooklyn ,"{Comedy, Drama}",1994,109504,0.0,
353,Crow ,"{Action, Crime, Fantasy, Thriller}",1994,109506,0.0,
354,Cobb ,{Drama},1994,109450,0.0,
355,Flintstones ,"{Children, Comedy, Fantasy}",1994,109813,0.0,
356,Forrest Gump ,"{Comedy, Drama, Romance, War}",1994,109830,0.0,
357,Four Weddings and a Funeral ,"{Comedy, Romance}",1994,109831,0.0,
358,Higher Learning ,{Drama},1995,113305,0.0,
360,I Love Trouble ,"{Action, Comedy}",1994,110093,0.0,
361,It Could Happen to You ,"{Comedy, Drama, Romance}",1994,110167,0.0,
362,Jungle Book ,"{Adventure, Children, Romance}",1994,110213,0.0,
363,WonderfulHorrible Life of Leni Riefenstahl (Macht der Bilder: Leni RiefenstahlDie) ,{Documentary},1993,107472,0.0,
364,Lion King ,"{Adventure, Animation, Children, Drama, Musical, IMAX}",1994,110357,0.0,
365,Little Buddha ,{Drama},1993,107426,0.0,
366,Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's FinaleA),"{Drama, Horror, Mystery, Thriller}",1994,111686,0.0,
367,Mask ,"{Action, Comedy, Crime, Fantasy}",1994,110475,0.0,
368,Maverick ,"{Adventure, Comedy, Western}",1994,110478,0.0,
369,Mrs. Parker and the Vicious Circle ,{Drama},1994,110588,0.0,
370,Naked Gun 33 1/3: The Final Insult,"{Action, Comedy}",1994,110622,0.0,
371,Paper ,"{Comedy, Drama}",1994,110771,0.0,
372,Reality Bites ,"{Comedy, Drama, Romance}",1994,110950,0.0,
373,Red Rock West ,{Thriller},1992,105226,0.0,
374,Richie Rich ,"{Children, Comedy}",1994,110989,0.0,
375,Safe Passage ,{Drama},1994,111054,0.0,
376,River Wild ,"{Action, Thriller}",1994,110997,0.0,
377,Speed ,"{Action, Romance, Thriller}",1994,111257,0.0,
378,Speechless ,"{Comedy, Romance}",1994,111256,0.0,
379,Timecop ,"{Action, Sci-Fi, Thriller}",1994,111438,0.0,
380,True Lies ,"{Action, Adventure, Comedy, Romance, Thriller}",1994,111503,0.0,
381,When a Man Loves a Woman ,"{Drama, Romance}",1994,111693,0.0,
382,Wolf ,"{Drama, Horror, Romance, Thriller}",1994,111742,0.0,
383,Wyatt Earp ,{Western},1994,111756,0.0,
384,Bad Company ,"{Action, Crime, Drama}",1995,112443,0.0,
387,Low Down Dirty ShameA ,"{Action, Comedy}",1994,110399,0.0,
388,Boys Life ,{Drama},1995,112570,0.0,
389,Colonel ChabertLe ,"{Drama, Romance, War}",1994,109454,0.0,
390,Faster Pussycat! Kill! Kill! ,"{Action, Crime, Drama}",1965,59170,0.0,
391,Jason's Lyric ,"{Crime, Drama}",1994,110186,0.0,
392,Secret Adventures of Tom Thumb ,"{Adventure, Animation}",1993,108069,0.0,
393,Street Fighter ,"{Action, Adventure, Fantasy}",1994,111301,0.0,
401,Mirage ,"{Action, Thriller}",1995,113827,0.0,
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) ,"{Action, Fantasy}",1994,110027,0.0,
407,In the Mouth of Madness ,"{Horror, Thriller}",1995,113409,0.0,
408,8 Seconds,{Drama},1994,109021,0.0,
409,Above the Rim ,"{Crime, Drama}",1994,109035,0.0,
410,Addams Family Values ,"{Children, Comedy, Fantasy}",1993,106220,0.0,
412,Age of Innocence ,{Drama},1993,106226,0.0,
413,Airheads ,{Comedy},1994,109068,0.0,
414,Air Up There ,{Comedy},1994,109067,0.0,
415,Another Stakeout ,"{Comedy, Thriller}",1993,106292,0.0,
416,Bad Girls ,{Western},1994,109198,0.0,
417,Barcelona ,"{Comedy, Romance}",1994,109219,0.0,
418,Being Human ,{Drama},1993,106379,0.0,
419,Beverly Hillbillies ,{Comedy},1993,106400,0.0,
420,Beverly Hills Cop III ,"{Action, Comedy, Crime, Thriller}",1994,109254,0.0,
421,Black Beauty ,"{Adventure, Children, Drama}",1994,109279,0.0,
422,Blink ,{Thriller},1994,109297,0.0,
423,Blown Away ,"{Action, Thriller}",1994,109303,0.0,
424,Blue Chips ,{Drama},1994,109305,0.0,
425,Blue Sky ,"{Drama, Romance}",1994,109306,0.0,
426,Body Snatchers ,"{Horror, Sci-Fi, Thriller}",1993,106452,0.0,
427,Boxing Helena ,"{Drama, Mystery, Romance, Thriller}",1993,106471,0.0,
428,Bronx TaleA ,{Drama},1993,106489,0.0,
429,Cabin Boy ,{Comedy},1994,109361,0.0,
431,Carlito's Way ,"{Crime, Drama}",1993,106519,0.0,
432,City Slickers II: The Legend of Curly's Gold ,"{Adventure, Comedy, Western}",1994,109439,0.0,
433,Clean Slate ,{Comedy},1994,109443,0.0,
434,Cliffhanger ,"{Action, Adventure, Thriller}",1993,106582,0.0,
435,Coneheads ,"{Comedy, Sci-Fi}",1993,106598,0.0,
436,Color of Night ,"{Drama, Thriller}",1994,109456,0.0,
437,Cops and Robbersons ,{Comedy},1994,109480,0.0,
438,Cowboy Way ,"{Action, Comedy, Drama}",1994,109493,0.0,
439,Dangerous Game ,{Drama},1993,106660,0.0,
440,Dave ,"{Comedy, Romance}",1993,106673,0.0,
441,Dazed and Confused ,{Comedy},1993,106677,0.0,
442,Demolition Man ,"{Action, Adventure, Sci-Fi}",1993,106697,0.0,
443,Endless Summer 2,"{Adventure, Documentary}",1994,109729,0.0,
444,Even Cowgirls Get the Blues ,"{Comedy, Romance}",1993,106834,0.0,
445,Fatal Instinct ,{Comedy},1993,106873,0.0,
446,Farewell My Concubine (Ba wang bie ji) ,"{Drama, Romance}",1993,106332,0.0,
447,Favor ,"{Comedy, Romance}",1994,109783,0.0,
448,Fearless ,{Drama},1993,106881,0.0,
449,Fear of a Black Hat ,{Comedy},1994,106880,0.0,
